,subject,predicate,object
4298,John Schoenherr,writesGenre,GenreScience_Fiction
4299,John Schoenherr,bornInCentury,Century_20
4300,John Updike,wrote,BookHenry_Bech
4301,John Updike,wrote,BookRabbit_Redux
4302,John Updike,wrote,BookRabbit_At_Rest
4303,John Updike,wrote,BookRabbit_Is_Rich
4304,John Updike,wrote,BookRabbit
4305,John Updike,wrote,BookRun
4306,John Updike,wrote,BookThe_Witches_Of_Eastwick
4307,John Updike,writesGenre,GenreLiterary_Realism
4308,John Updike,bornInCentury,Century_20
4309,John Verdon,wrote,BookThink_Of_A_Number
4310,John Verdon,writesGenre,GenreAdventure
4311,John Verdon,writesGenre,GenreDetective
4312,John Verdon,writesGenre,GenreMystery_Fiction
4313,John Verdon,writesGenre,GenreThriller_Genre
4314,John Verdon,bornInCentury,Century_20
4315,John William De Forest,wrote,BookMiss_Ravenels_Conversion_From_Secession_To_Loyalty
4316,John William De Forest,writesGenre,GenreFiction
4317,John William De Forest,bornInCentury,Century_19
4318,John Wilson (Canadian writer),wrote,BookFour_Steps_To_Death
4319,John Wilson (Canadian writer),writesGenre,GenreHistorical_Fiction
4320,John Wilson (Canadian writer),writesGenre,GenreNonfiction
4321,John Wilson (Canadian writer),bornInCentury,Century_20
4322,John le Carré,wrote,BookA_Perfect_Spy
4323,John le Carré,wrote,BookSmileys_People
4324,John le Carré,wrote,BookThe_Constant_Gardener
4325,John le Carré,wrote,BookThe_Honourable_Schoolboy
4326,John le Carré,wrote,BookThe_Little_Drummer_Girl
4327,John le Carré,wrote,BookThe_Night_Manager
4328,John le Carré,wrote,BookThe_Tailor_Of_Panama
4329,John le Carré,wrote,BookTinker_Tailor_Soldier_Spy
4330,John le Carré,writesGenre,GenreSpy_Fiction
4331,John le Carré,bornInCentury,Century_20
4332,Johnnie Mortimer,wrote,BookAlcock_And_Gander
4333,Johnnie Mortimer,wrote,BookFather
4334,Johnnie Mortimer,wrote,BookDear_Father
4335,Johnnie Mortimer,wrote,BookFull_House_British_Tv_Series
4336,Johnnie Mortimer,wrote,BookGeorge_And_Mildred
4337,Johnnie Mortimer,wrote,BookLet_There_Be_Love_Tv_Series
4338,Johnnie Mortimer,wrote,BookMan_About_The_House
4339,Johnnie Mortimer,wrote,BookNever_The_Twain
4340,Johnnie Mortimer,wrote,BookRobins_Nest_Tv_Series
4341,Johnnie Mortimer,wrote,BookTom
4342,Johnnie Mortimer,wrote,BookDick_And_Harriet
4343,Johnnie Mortimer,writesGenre,GenreTelevision
4344,Johnnie Mortimer,bornInCentury,Century_20
4345,Johnny Gruelle,wrote,BookRaggedy_Ann
4346,Johnny Gruelle,writesGenre,GenreChildrens_Literature
4347,Johnny Gruelle,writesGenre,GenreComic_Strip
4348,Johnny Gruelle,bornInCentury,Century_19
4349,Johnny Speight,wrote,BookCurry_And_Chips
4350,Johnny Speight,wrote,BookIn_Sickness_And_In_Health
4351,Johnny Speight,wrote,BookTill_Death_Us_Do_Part
4352,Johnny Speight,writesGenre,GenreTelevision
4353,Johnny Speight,bornInCentury,Century_20
4354,Jon Cleary,wrote,BookScobie_Malone
4355,Jon Cleary,wrote,BookThe_Sundowners_Novel
4356,Jon Cleary,writesGenre,GenreDrama
4357,Jon Cleary,writesGenre,GenreCrime_Fiction
4358,Jon Cleary,bornInCentury,Century_20
4359,Jon Hunter Spence,wrote,BookBecoming_Jane_Austen
4360,Jon Hunter Spence,writesGenre,GenreJane_Austen
4361,Jon Hunter Spence,bornInCentury,Century_20
4362,Jon Klassen,wrote,BookI_Want_My_Hat_Back
4363,Jon Klassen,wrote,BookSam_And_Dave_Dig_A_Hole
4364,Jon Klassen,wrote,BookThis_Is_Not_My_Hat
4365,Jon Klassen,writesGenre,GenreAnimation
4366,Jon Klassen,writesGenre,GenreChildrens_Literature
4367,Jon Klassen,bornInCentury,Century_20
4368,Jonah Bokaer,wrote,BookStacks
4369,Jonah Bokaer,writesGenre,GenreChoreography
4370,Jonah Bokaer,writesGenre,GenreDance
4371,Jonah Bokaer,writesGenre,GenrePerformance
4372,Jonah Bokaer,writesGenre,GenreMedia
4373,Jonah Bokaer,writesGenre,GenreActivism
4374,Jonah Bokaer,writesGenre,GenreNew_Genres
4375,Jonah Bokaer,bornInCentury,Century_20
4376,Jonah Lehrer,wrote,BookProduct_Recall
4377,Jonah Lehrer,writesGenre,GenrePopular_Science
4378,Jonah Lehrer,bornInCentury,Century_20
4379,Jonathan Coe,wrote,BookMiddle_England_Novel
4380,Jonathan Coe,wrote,BookThe_Rotters_Club_Novel
4381,Jonathan Coe,wrote,BookWhat_A_Carve_Up_Novel
4382,Jonathan Coe,writesGenre,GenreSatire
4383,Jonathan Coe,bornInCentury,Century_20
4384,Jonathan Franzen,wrote,BookCrossroads_Novel
4385,Jonathan Franzen,wrote,BookFreedom_Franzen_Novel
4386,Jonathan Franzen,wrote,BookThe_Corrections
4387,Jonathan Franzen,writesGenre,GenreLiterary_Fiction
4388,Jonathan Franzen,bornInCentury,Century_20
4389,Jordan Ifueko,wrote,BookRaybearer
4390,Jordan Ifueko,wrote,BookRedemptor
4391,Jordan Ifueko,writesGenre,GenreFantasy
4392,Jordan Ifueko,bornInCentury,Century_20
4393,Jorge Ibargüengoitia,wrote,BookLos_Relmpagos_De_Agosto
4394,Jorge Ibargüengoitia,writesGenre,GenreNovel
4395,Jorge Ibargüengoitia,bornInCentury,Century_20
4396,Joris-Karl Huysmans,wrote,BookEn_Route_Novel
4397,Joris-Karl Huysmans,wrote,BookLbas_Novel
4398,Joris-Karl Huysmans,wrote,BookThe_Cathedral_Huysmans_Novel
4399,Joris-Karl Huysmans,wrote,BookRebours
4400,Joris-Karl Huysmans,writesGenre,GenreFiction
4401,Joris-Karl Huysmans,bornInCentury,Century_19
4402,Joseph Boyden,wrote,BookThe_Orenda
4403,Joseph Boyden,wrote,BookThree_Day_Road
4404,Joseph Boyden,wrote,BookThrough_Black_Spruce
4405,Joseph Boyden,writesGenre,GenreFirst_Nations_In_Canada
4406,Joseph Boyden,writesGenre,GenreHistorical_Fiction
4407,Joseph Boyden,bornInCentury,Century_20
4408,Joseph Conrad,wrote,BookAlmayers_Folly
4409,Joseph Conrad,wrote,BookHeart_Of_Darkness
4410,Joseph Conrad,wrote,BookLord_Jim
4411,Joseph Conrad,wrote,BookNostromo
4412,Joseph Conrad,wrote,BookThe_Nigger_Of_The_Narcissus
4413,Joseph Conrad,wrote,BookThe_Secret_Agent
4414,Joseph Conrad,wrote,BookTyphoon_Novel
4415,Joseph Conrad,wrote,BookUnder_Western_Eyes_Novel
4416,Joseph Conrad,writesGenre,GenreFiction
4417,Joseph Conrad,bornInCentury,Century_19
4418,Joseph Ellis,wrote,BookFounding_Brothers_The_Revolutionary_Generation
4419,Joseph Ellis,writesGenre,GenreHistory
4420,Joseph Ellis,bornInCentury,Century_20
4421,Joseph Freiherr von Eichendorff,wrote,BookMemoirs_Of_A_Goodfornothing
4422,Joseph Freiherr von Eichendorff,wrote,BookThe_Marble_Statue
4423,Joseph Freiherr von Eichendorff,writesGenre,GenreFairy_Tale
4424,Joseph Freiherr von Eichendorff,bornInCentury,Century_18
4425,Joseph Greene (writer),wrote,BookTom_Corbett
4426,Joseph Greene (writer),wrote,BookSpace_Cadet
4427,Joseph Greene (writer),writesGenre,GenreRomance_Comics
4428,Joseph Greene (writer),writesGenre,GenreScience_Fiction
4429,Joseph Greene (writer),bornInCentury,Century_20
4430,Joseph Heller,wrote,BookCatch22
4431,Joseph Heller,wrote,BookSomething_Happened
4432,Joseph Heller,writesGenre,GenreBlack_Comedy
4433,Joseph Heller,bornInCentury,Century_20
4434,Joseph P. Lash,wrote,BookEleanor_And_Franklin_Book
4435,Joseph P. Lash,wrote,BookEleanor_The_Years_Alone
4436,Joseph P. Lash,writesGenre,GenreBiography
4437,Joseph P. Lash,bornInCentury,Century_20
4438,Josh Dies,wrote,BookThe_Spinal_Cord_Perception
4439,Josh Dies,writesGenre,GenreChristian_Rock
4440,Josh Dies,writesGenre,GenrePosthardcore
4441,Josh Dies,writesGenre,GenreScreamo
4442,Josh Dies,bornInCentury,Century_20
4443,Josh Viola,wrote,BookCyber_World
4444,Josh Viola,wrote,BookDenver_Moon
4445,Josh Viola,wrote,BookNightmares_Unhinged
4446,Josh Viola,wrote,BookThe_Bane_Of_Yoto
4447,Josh Viola,writesGenre,GenreFantasy
4448,Josh Viola,writesGenre,GenreHorror_Fiction
4449,Josh Viola,writesGenre,GenreScience_Fiction
4450,Josh Viola,bornInCentury,Century_20
4451,Jostein Gaarder,wrote,BookAppelsinpiken
4452,Jostein Gaarder,wrote,BookSophies_World
4453,Jostein Gaarder,wrote,BookThe_Solitaire_Mystery
4454,Jostein Gaarder,writesGenre,GenreChildrens_Literature
4455,Jostein Gaarder,writesGenre,GenreFiction
4456,Jostein Gaarder,bornInCentury,Century_20
4457,José Donoso,wrote,BookHell_Has_No_Limits
4458,José Donoso,wrote,BookThe_Obscene_Bird_Of_Night
4459,José Donoso,writesGenre,GenreNovel
4460,José Donoso,writesGenre,GenreShort_Story
4461,José Donoso,bornInCentury,Century_20
4462,José Eduardo Agualusa,wrote,BookA_General_Theory_Of_Oblivion
4463,José Eduardo Agualusa,writesGenre,GenreHistory_Of_Angola
4464,José Eduardo Agualusa,bornInCentury,Century_20
4465,José Eustasio Rivera,wrote,BookThe_Vortex_Novel
4466,José Eustasio Rivera,writesGenre,GenreNovel
4467,José Eustasio Rivera,bornInCentury,Century_19
4468,José Rodrigues dos Santos,wrote,BookA_Frmula_De_Deus
4469,José Rodrigues dos Santos,writesGenre,GenreNovel
4470,José Rodrigues dos Santos,writesGenre,GenreHistorical_Fiction
4471,José Rodrigues dos Santos,bornInCentury,Century_20
4472,José de la Cuadra,wrote,BookLos_Sangurimas
4473,José de la Cuadra,writesGenre,GenreSocial_Realism
4474,José de la Cuadra,bornInCentury,Century_20
4475,Joël Dicker,wrote,BookThe_Truth_About_The_Harry_Quebert_Affair
4476,Joël Dicker,writesGenre,GenreThriller_Genre
4477,Joël Dicker,bornInCentury,Century_20
4478,Joža Horvat,wrote,BookCiguli_Miguli
4479,Joža Horvat,writesGenre,GenreNovele
4480,Joža Horvat,bornInCentury,Century_20
4481,Judith Kerr,wrote,BookMog_Judith_Kerr
4482,Judith Kerr,wrote,BookThe_Tiger_Who_Came_To_Tea
4483,Judith Kerr,wrote,BookWhen_Hitler_Stole_Pink_Rabbit
4484,Judith Kerr,writesGenre,GenreChildrens_Literature
4485,Judith Kerr,bornInCentury,Century_20
4486,Judy Blume,wrote,BookAre_You_There_God_Its_Me
4487,Judy Blume,wrote,BookMargaret
4488,Judy Blume,wrote,BookTales_Of_A_Fourth_Grade_Nothing
4489,Judy Blume,wrote,BookTiger_Eyes
4490,Judy Blume,writesGenre,GenreChildrens_Books
4491,Judy Blume,writesGenre,GenreRealism_Arts
4492,Judy Blume,bornInCentury,Century_20
4493,Julia Davis Adams,wrote,BookMountains_Are_Free
4494,Julia Davis Adams,wrote,BookVaino
4495,Julia Davis Adams,wrote,BookA_Boy_Of_New_Finland
4496,Julia Davis Adams,writesGenre,GenreChildrens_Literature
4497,Julia Davis Adams,writesGenre,GenreMystery_Fiction
4498,Julia Davis Adams,bornInCentury,Century_20
4499,Julia Donaldson,wrote,BookRoom_On_The_Broom
4500,Julia Donaldson,wrote,BookStick_Man
4501,Julia Donaldson,wrote,BookThe_Gruffalo
4502,Julia Donaldson,writesGenre,GenreChildrens_Fiction
4503,Julia Donaldson,bornInCentury,Century_20
4504,Julia Sauer,wrote,BookFog_Magic
4505,Julia Sauer,wrote,BookThe_Light_At_Tern_Rock
4506,Julia Sauer,writesGenre,GenreChildrens_Fantasy
4507,Julia Sauer,writesGenre,GenreRealistic_Fiction
4508,Julia Sauer,bornInCentury,Century_19
4509,Julie Anne Peters,wrote,BookKeeping_You_A_Secret
4510,Julie Anne Peters,wrote,BookLuna_Peters_Novel
4511,Julie Anne Peters,writesGenre,GenreYoung_Adult_Literature
4512,Julie Anne Peters,bornInCentury,Century_20
4513,Julie Campbell Tatham,wrote,BookTrixie_Belden
4514,Julie Campbell Tatham,writesGenre,GenreChildrens_Literature
4515,Julie Campbell Tatham,bornInCentury,Century_20
4516,Julie Otsuka,wrote,BookWhen_The_Emperor_Was_Divine
4517,Julie Otsuka,writesGenre,GenreHistorical_Fiction
4518,Julie Otsuka,bornInCentury,Century_20
4519,Julio Cortázar,wrote,BookBlowup_And_Other_Stories
4520,Julio Cortázar,wrote,BookHopscotch_Julio_Cortzar_Novel
4521,Julio Cortázar,writesGenre,GenreShort_Story
4522,Julio Cortázar,bornInCentury,Century_20
4523,Julius Urgiß,wrote,BookDie_Strae
4524,Julius Urgiß,wrote,BookSkandal_Um_Eva
4525,Julius Urgiß,wrote,BookThe_Eleven_Schill_Officers_1926_Film
4526,Julius Urgiß,writesGenre,GenreScreenplays
4527,Julius Urgiß,writesGenre,GenreReviews
4528,Julius Urgiß,bornInCentury,Century_19
4529,Juliusz Słowacki,wrote,BookAnhelli
4530,Juliusz Słowacki,wrote,BookBalladyna_Drama
4531,Juliusz Słowacki,wrote,BookKordian
4532,Juliusz Słowacki,wrote,BookTestament_Mj
4533,Juliusz Słowacki,writesGenre,GenreLyrical_Poem
4534,Juliusz Słowacki,bornInCentury,Century_19
4535,Jun Maeda,wrote,BookAir_Visual_Novel
4536,Jun Maeda,wrote,BookAngel_Beats
4537,Jun Maeda,wrote,BookCharlotte_Tv_Series
4538,Jun Maeda,wrote,BookClannad_Visual_Novel
4539,Jun Maeda,wrote,BookKanon_Visual_Novel
4540,Jun Maeda,wrote,BookLittle_Busters
4541,Jun Maeda,wrote,BookSummer_Pockets
4542,Jun Maeda,wrote,BookThe_Day_I_Became_A_God
4543,Jun Maeda,writesGenre,GenreDrama
4544,Jun Maeda,writesGenre,GenreFantasy
4545,Jun Maeda,writesGenre,GenreRomance_Love
4546,Jun Maeda,bornInCentury,Century_20
4547,Justus Hiddes Halbertsma,wrote,BookRimen_En_Teltsjes
4548,Justus Hiddes Halbertsma,writesGenre,GenrePoetry_Collection
4549,Justus Hiddes Halbertsma,bornInCentury,Century_18
4550,Józsi Jenő Tersánszky,wrote,BookMisi_Mkus_Kalandjai
4551,Józsi Jenő Tersánszky,writesGenre,GenreChildrens_Literature
4552,Józsi Jenő Tersánszky,bornInCentury,Century_19
4553,K. R. Meera,wrote,BookAarachaar
4554,K. R. Meera,writesGenre,GenreNovel
4555,K. R. Meera,writesGenre,GenreShort_Story
4556,K. R. Meera,bornInCentury,Century_20
4557,Kalki Krishnamurthy,wrote,BookAlai_Osai
4558,Kalki Krishnamurthy,wrote,BookKalvanin_Kadhali_Novel
4559,Kalki Krishnamurthy,wrote,BookParthiban_Kanavu
4560,Kalki Krishnamurthy,wrote,BookPonniyin_Selvan
4561,Kalki Krishnamurthy,wrote,BookSivagamiyin_Sapatham
4562,Kalki Krishnamurthy,wrote,BookThyaga_Bhoomi
4563,Kalki Krishnamurthy,writesGenre,GenreHistoric_Fiction
4564,Kalki Krishnamurthy,writesGenre,GenreSocial_Fiction
4565,Kalki Krishnamurthy,bornInCentury,Century_19
4566,Kalyan Bulchand Advani,wrote,BookSachal_Sarmast
4567,Kalyan Bulchand Advani,wrote,BookSami_Poet
4568,Kalyan Bulchand Advani,wrote,BookShah_Abdul_Latif_Bhittai
4569,Kalyan Bulchand Advani,wrote,BookShah_Jo_Risalo
4570,Kalyan Bulchand Advani,wrote,BookShakuntala_Play
4571,Kalyan Bulchand Advani,writesGenre,GenreProse
4572,Kalyan Bulchand Advani,writesGenre,GenrePoetry
4573,Kalyan Bulchand Advani,bornInCentury,Century_20
4574,Kamala Surayya,wrote,BookEnte_Katha
4575,Kamala Surayya,wrote,BookMy_Story_Das_Book
4576,Kamala Surayya,writesGenre,GenrePoetry
4577,Kamala Surayya,writesGenre,GenreNovel
4578,Kamala Surayya,writesGenre,GenreShort_Story
4579,Kamala Surayya,writesGenre,GenreMemoirs
4580,Kamala Surayya,bornInCentury,Century_20
4581,Kamalakara Kameswara Rao,wrote,BookGundamma_Katha
4582,Kamalakara Kameswara Rao,wrote,BookMahakavi_Kalidasu
4583,Kamalakara Kameswara Rao,wrote,BookMahamantri_Timmarusu_Film
4584,Kamalakara Kameswara Rao,wrote,BookNartanasala_1963_Film
4585,Kamalakara Kameswara Rao,writesGenre,GenreEpic_Film
4586,Kamalakara Kameswara Rao,writesGenre,GenreHistorical
4587,Kamalakara Kameswara Rao,bornInCentury,Century_20
4588,Kamila Shamsie,wrote,BookBurnt_Shadows
4589,Kamila Shamsie,wrote,BookHome_Fire_Novel
4590,Kamila Shamsie,writesGenre,GenreFiction
4591,Kamila Shamsie,bornInCentury,Century_20
4592,Kamleshwar (writer),wrote,BookKitne_Pakistan
4593,Kamleshwar (writer),writesGenre,GenreNovel
4594,Kamleshwar (writer),writesGenre,GenreShort_Story
4595,Kamleshwar (writer),writesGenre,GenreEssay
4596,Kamleshwar (writer),writesGenre,GenreScreenplay
4597,Kamleshwar (writer),bornInCentury,Century_20
4598,Karel Čapek,wrote,BookKrakatit
4599,Karel Čapek,wrote,BookRur
4600,Karel Čapek,wrote,BookThe_Absolute_At_Large
4601,Karel Čapek,wrote,BookThe_White_Disease
4602,Karel Čapek,wrote,BookWar_With_The_Newts
4603,Karel Čapek,writesGenre,GenreFairy_Tales
4604,Karel Čapek,writesGenre,GenrePolitical_Satire
4605,Karel Čapek,writesGenre,GenreScience_Fiction
4606,Karel Čapek,bornInCentury,Century_19
4607,Karen Cushman,wrote,BookCatherine
4608,Karen Cushman,wrote,BookCalled_Birdy
4609,Karen Cushman,wrote,BookThe_Midwifes_Apprentice
4610,Karen Cushman,writesGenre,GenreYoung_Adult_Fiction
4611,Karen Cushman,bornInCentury,Century_20
4612,Karen M. McManus,wrote,BookOne_Of_Us_Is_Lying
4613,Karen M. McManus,writesGenre,GenreMystery_Fiction
4614,Karen M. McManus,writesGenre,GenreYoung_Adult_Fiction
4615,Karen M. McManus,bornInCentury,Century_20
4616,Karyn Bosnak,wrote,BookSave_Karyn
4617,Karyn Bosnak,writesGenre,GenreNonfiction
4618,Karyn Bosnak,bornInCentury,Century_20
4619,Kass Morgan,wrote,BookThe_100_Novel
4620,Kass Morgan,writesGenre,GenreDystopian
4621,Kass Morgan,writesGenre,GenrePostapocalyptic
4622,Kass Morgan,writesGenre,GenreScience_Fiction
4623,Kass Morgan,writesGenre,GenreYoung_Adult_Fiction
4624,Kass Morgan,bornInCentury,Century_20
4625,Kate Cary,wrote,BookBloodline_2005_Novel
4626,Kate Cary,wrote,BookSeekers_Novel_Series
4627,Kate Cary,wrote,BookWarriors_Novel_Series
4628,Kate Cary,writesGenre,GenreFantasy
4629,Kate Cary,bornInCentury,Century_20
4630,Kate Chopin,wrote,BookThe_Awakening_Chopin_Novel
4631,Kate Chopin,writesGenre,GenreRealistic_Fiction
4632,Kate Chopin,bornInCentury,Century_19
4633,Kate DiCamillo,wrote,BookBecause_Of_Winndixie
4634,Kate DiCamillo,wrote,BookFlora__Ulysses_The_Illuminated_Adventures
4635,Kate DiCamillo,wrote,BookMercy_Watson_Series
4636,Kate DiCamillo,wrote,BookThe_Miraculous_Journey_Of_Edward_Tulane
4637,Kate DiCamillo,wrote,BookThe_Tale_Of_Despereaux
4638,Kate DiCamillo,wrote,BookThe_Tiger_Rising
4639,Kate DiCamillo,writesGenre,GenreChildrens_Literature
4640,Kate DiCamillo,bornInCentury,Century_20
4641,Katharine Lee Bates,wrote,BookAmerica_The_Beautiful
4642,Katharine Lee Bates,writesGenre,GenrePoetry
4643,Katharine Lee Bates,bornInCentury,Century_19
4644,Katherine Applegate,wrote,BookAnimorphs
4645,Katherine Applegate,wrote,BookThe_One_And_Only_Ivan
4646,Katherine Applegate,writesGenre,GenreAdventure_Novel
4647,Katherine Applegate,writesGenre,GenreChildrens_Literature
4648,Katherine Applegate,writesGenre,GenreScience_Fiction
4649,Katherine Applegate,bornInCentury,Century_20
4650,Katherine Binney Shippen,wrote,BookMen
4651,Katherine Binney Shippen,wrote,BookMicroscopes
4652,Katherine Binney Shippen,wrote,BookAnd_Living_Things
4653,Katherine Binney Shippen,wrote,BookNew_Found_World
4654,Katherine Binney Shippen,writesGenre,GenreChildrens_Literature
4655,Katherine Binney Shippen,bornInCentury,Century_19
4656,Katherine Kurtz,wrote,BookDeryni_Novels
4657,Katherine Kurtz,writesGenre,GenreFantasy
4658,Katherine Kurtz,bornInCentury,Century_20
4659,Katherine Paterson,wrote,BookBridge_To_Terabithia_Novel
4660,Katherine Paterson,wrote,BookJacob_Have_I_Loved
4661,Katherine Paterson,wrote,BookThe_Day_Of_The_Pelican
4662,Katherine Paterson,wrote,BookThe_Great_Gilly_Hopkins
4663,Katherine Paterson,wrote,BookThe_Master_Puppeteer
4664,Katherine Paterson,writesGenre,GenreChildrens_Literature
4665,Katherine Paterson,writesGenre,GenreYoung_Adult_Fiction
4666,Katherine Paterson,bornInCentury,Century_20
4667,Kathleen E. Woodiwiss,wrote,BookThe_Flame_And_The_Flower
4668,Kathleen E. Woodiwiss,writesGenre,GenreRomance_Novel
4669,Kathleen E. Woodiwiss,bornInCentury,Century_20
4670,Kathleen Flinn,wrote,BookThe_Sharper_Your_Knife
4671,Kathleen Flinn,wrote,BookThe_Less_You_Cry
4672,Kathleen Flinn,writesGenre,GenreFood_Writing
4673,Kathleen Flinn,writesGenre,GenreNarrative_Nonfiction
4674,Kathleen Flinn,bornInCentury,Century_20
4675,Kathleen Tessaro,wrote,BookElegance
4676,Kathleen Tessaro,writesGenre,GenreHistorical_Fiction
4677,Kathleen Tessaro,bornInCentury,Century_20
4678,Kathleen Winsor,wrote,BookForever_Amber_Novel
4679,Kathleen Winsor,writesGenre,GenreNovels
4680,Kathleen Winsor,bornInCentury,Century_20
4681,Katie Arnoldi,wrote,BookPoint_Dume
4682,Katie Arnoldi,writesGenre,GenreLiterary_Fiction
4683,Katie Arnoldi,bornInCentury,Century_20
4684,Kaye Gibbons,wrote,BookEllen_Foster
4685,Kaye Gibbons,writesGenre,GenreSouthern_Literature
4686,Kaye Gibbons,bornInCentury,Century_20
4687,Kazuki Sakuraba,wrote,BookGosick
4688,Kazuki Sakuraba,writesGenre,GenreCrime_Fiction
4689,Kazuki Sakuraba,writesGenre,GenreLight_Novel
4690,Kazuki Sakuraba,bornInCentury,Century_20
4691,Kazumasa Hirai (author),wrote,Book8_Man
4692,Kazumasa Hirai (author),wrote,BookGenma_Wars
4693,Kazumasa Hirai (author),wrote,BookWolf_Guy
4694,Kazumasa Hirai (author),writesGenre,GenreScience_Fiction
4695,Kazumasa Hirai (author),bornInCentury,Century_20
4696,Keigo Higashino,wrote,BookMiracles_Of_The_Namiya_General_Store
4697,Keigo Higashino,wrote,BookNaoko_Novel
4698,Keigo Higashino,wrote,BookThe_Devotion_Of_Suspect_X
4699,Keigo Higashino,writesGenre,GenreCrime_Fiction
4700,Keigo Higashino,writesGenre,GenreMystery_Fiction
4701,Keigo Higashino,writesGenre,GenreThriller_Genre
4702,Keigo Higashino,bornInCentury,Century_20
4703,Keiichi Hasegawa,wrote,BookKamen_Rider
4704,Keiichi Hasegawa,wrote,BookRage_Of_Bahamut
4705,Keiichi Hasegawa,wrote,BookSsssgridman
4706,Keiichi Hasegawa,wrote,BookUltra_Series
4707,Keiichi Hasegawa,writesGenre,GenreAnime
4708,Keiichi Hasegawa,writesGenre,GenreTokusatsu
4709,Keiichi Hasegawa,bornInCentury,Century_20
4710,Keisuke Matsuoka,wrote,BookSaimin_Film
4711,Keisuke Matsuoka,writesGenre,GenreMystery_And_Thriller
4712,Keisuke Matsuoka,bornInCentury,Century_20
4713,Keith Laumer,wrote,BookBolo_Selfaware_Tank
4714,Keith Laumer,wrote,BookJame_Retief
4715,Keith Laumer,writesGenre,GenreScience_Fiction
4716,Keith Laumer,bornInCentury,Century_20
4717,Keith Roberts,wrote,BookPavane_Novel
4718,Keith Roberts,writesGenre,GenreFantasy
4719,Keith Roberts,writesGenre,GenreThriller_Genre
4720,Keith Roberts,bornInCentury,Century_20
4721,Ken Follett,wrote,BookWhiteout_Follett_Novel
4722,Ken Follett,wrote,BookWorld_Without_End_Follett_Novel
4723,Ken Follett,writesGenre,GenreHistorical_Fiction
4724,Ken Follett,writesGenre,GenreSpy_Novel
4725,Ken Follett,writesGenre,GenreThriller_Genre
4726,Ken Follett,bornInCentury,Century_20
4727,Ken Kesey,wrote,BookOne_Flew_Over_The_Cuckoos_Nest_Novel
4728,Ken Kesey,wrote,BookSometimes_A_Great_Notion
4729,Ken Kesey,writesGenre,GenrePostmodernism
4730,Ken Kesey,bornInCentury,Century_20
4731,Ken'ichi Sakemi,wrote,BookBokk_Novel
4732,Ken'ichi Sakemi,wrote,BookKky_Shsetsu
4733,Ken'ichi Sakemi,writesGenre,GenreFantasy
4734,Ken'ichi Sakemi,writesGenre,GenreHistorical_Fiction
4735,Ken'ichi Sakemi,writesGenre,GenreScience_Fiction
4736,Ken'ichi Sakemi,bornInCentury,Century_20
4737,Ken'ichi Yamamoto,wrote,Book
4738,Ken'ichi Yamamoto,writesGenre,GenreHistorical_Novels
4739,Ken'ichi Yamamoto,bornInCentury,Century_20
4740,Kenneth Grahame,wrote,BookThe_Wind_In_The_Willows
4741,Kenneth Grahame,writesGenre,GenreFiction
4742,Kenneth Grahame,bornInCentury,Century_19
4743,Kenneth Roberts (author),wrote,BookNorthwest_Passage_Novel
4744,Kenneth Roberts (author),writesGenre,GenreHistorical_Fiction
4745,Kenneth Roberts (author),bornInCentury,Century_19
4746,Kenneth Yasuda,wrote,BookHaiku
4747,Kenneth Yasuda,writesGenre,GenrePoetry
4748,Kenneth Yasuda,writesGenre,GenrePoetry_Criticism
4749,Kenneth Yasuda,bornInCentury,Century_20
4750,Kent Haruf,wrote,BookPlainsong_Novel
4751,Kent Haruf,wrote,BookThe_Tie_That_Binds_Novel
4752,Kent Haruf,writesGenre,GenreFiction
4753,Kent Haruf,bornInCentury,Century_20
4754,Kentaro Miura,wrote,BookBerserk_Manga
4755,Kentaro Miura,writesGenre,GenreDark_Fantasy
4756,Kentaro Miura,bornInCentury,Century_20
4757,Kevin Brooks (writer),wrote,BookMartyn_Pig
4758,Kevin Brooks (writer),wrote,BookThe_Bunker_Diary
4759,Kevin Brooks (writer),writesGenre,GenreYoung_Adult_Fiction
4760,Kevin Brooks (writer),bornInCentury,Century_20
4761,Kevin Crossley-Holland,wrote,BookThe_Seeing_Stone
4762,Kevin Crossley-Holland,writesGenre,GenreFiction
4763,Kevin Crossley-Holland,bornInCentury,Century_20
4764,Kevin Hearne,wrote,BookStar_Wars_Heir_To_The_Jedi
4765,Kevin Hearne,wrote,BookThe_Iron_Druid_Chronicles
4766,Kevin Hearne,writesGenre,GenreScience_Fiction
4767,Kevin Hearne,writesGenre,GenreUrban_Fantasy
4768,Kevin Hearne,bornInCentury,Century_20
4769,Kevin Henkes,wrote,BookChrysanthemum_Book
4770,Kevin Henkes,wrote,BookCircle_Dogs
4771,Kevin Henkes,wrote,BookKittens_First_Full_Moon
4772,Kevin Henkes,wrote,BookOlives_Ocean
4773,Kevin Henkes,wrote,BookSheila_Rae
4774,Kevin Henkes,wrote,BookThe_Brave
4775,Kevin Henkes,wrote,BookWaiting_Picture_Book
4776,Kevin Henkes,writesGenre,GenreChildrens_Literature
4777,Kevin Henkes,bornInCentury,Century_20
4778,Kevin VanHook,wrote,BookBloodshot_Comics
4779,Kevin VanHook,writesGenre,GenreHorror
4780,Kevin VanHook,writesGenre,GenreSuperhero
4781,Kevin VanHook,bornInCentury,Century_20
4782,Khaled Hosseini,wrote,BookA_Thousand_Splendid_Suns
